feature_id	gene_id	gene_name	gene_product	ortholog_or_alias	chrom	start	end	strand	annotation_source	display_label	YEAST-CENPK-LOWGROWTH
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2983	CENPK1137D_2983		hypothetical protein	YGR012W	CM001528.1	512977	514158	+	reference GFF: annotation.gff	YGR012W (CENPK1137D_2983) — hypothetical protein	43.77969257359956
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2984	CENPK1137D_2984		Snu71p	YGR013W	CM001528.1	514372	516234	+	reference GFF: annotation.gff	YGR013W (CENPK1137D_2984) — Snu71p	38.69136771810083
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2985	CENPK1137D_2985		Msb2p	YGR014W	CM001528.1	516761	520681	+	reference GFF: annotation.gff	YGR014W (CENPK1137D_2985) — Msb2p	38.09049209863941
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2986	CENPK1137D_2986		hypothetical protein	YGR015C	CM001528.1	520908	521894	-	reference GFF: annotation.gff	YGR015C (CENPK1137D_2986) — hypothetical protein	33.674023551186394
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2987	CENPK1137D_2987		hypothetical protein	YGR016W	CM001528.1	522079	522651	+	reference GFF: annotation.gff	YGR016W (CENPK1137D_2987) — hypothetical protein	23.49526939803104
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2988	CENPK1137D_2988		hypothetical protein	YGR017W	CM001528.1	523605	524498	+	reference GFF: annotation.gff	YGR017W (CENPK1137D_2988) — hypothetical protein	92.3935371927116
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2989	CENPK1137D_2989		Uga1p	YGR019W	CM001528.1	525047	526462	+	reference GFF: annotation.gff	YGR019W (CENPK1137D_2989) — Uga1p	114.19047300146958
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2990	CENPK1137D_2990		Mto1p	YGL236C	CM001528.1	53464	55473	-	reference GFF: annotation.gff	YGL236C (CENPK1137D_2990) — Mto1p	30.768501813830106
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2991	CENPK1137D_2991		Vma7p	YGR020C	CM001528.1	526789	527145	-	reference GFF: annotation.gff	YGR020C (CENPK1137D_2991) — Vma7p	266.33319297148313
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2992	CENPK1137D_2992		hypothetical protein	YGR021W	CM001528.1	527447	528319	+	reference GFF: annotation.gff	YGR021W (CENPK1137D_2992) — hypothetical protein	59.757512932019665
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2993	CENPK1137D_2993		Mtl1p	YGR023W	CM001528.1	530312	530818	+	reference GFF: annotation.gff	YGR023W (CENPK1137D_2993) — Mtl1p	63.89514183373566
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2994	CENPK1137D_2994		hypothetical protein	YGR026W	CM001528.1	532826	533662	+	reference GFF: annotation.gff	YGR026W (CENPK1137D_2994) — hypothetical protein	219.31988349859324
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2995	CENPK1137D_2995		Rps25ap	YGR027C	CM001528.1	533973	534299	-	reference GFF: annotation.gff	YGR027C (CENPK1137D_2995) — Rps25ap	1752.7529349849765
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2996	CENPK1137D_2996		Msp1p	YGR028W	CM001528.1	542044	543132	+	reference GFF: annotation.gff	YGR028W (CENPK1137D_2996) — Msp1p	70.44063535635011
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2997	CENPK1137D_2997		Erv1p	YGR029W	CM001528.1	543394	544046	+	reference GFF: annotation.gff	YGR029W (CENPK1137D_2997) — Erv1p	125.20428470898497
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2998	CENPK1137D_2998		Pop6p	YGR030C	CM001528.1	545522	545998	-	reference GFF: annotation.gff	YGR030C (CENPK1137D_2998) — Pop6p	64.09172085922539
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2999	CENPK1137D_2999		hypothetical protein	YGR031W	CM001528.1	546282	547310	+	reference GFF: annotation.gff	YGR031W (CENPK1137D_2999) — hypothetical protein	72.7762544637627
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3000	CENPK1137D_3000		Gsc2p	YGR032W	CM001528.1	548104	553791	+	reference GFF: annotation.gff	YGR032W (CENPK1137D_3000) — Gsc2p	97.75690018553246
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3001	CENPK1137D_3001		Ade5,7p	YGL234W	CM001528.1	56161	58569	+	reference GFF: annotation.gff	YGL234W (CENPK1137D_3001) — Ade5,7p	138.84025458219267
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3002	CENPK1137D_3002		Tim21p	YGR033C	CM001528.1	554088	554807	-	reference GFF: annotation.gff	YGR033C (CENPK1137D_3002) — Tim21p	183.28247674381583
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3003	CENPK1137D_3003		Rpl26bp	YGR034W	CM001528.1	555651	556498	+	reference GFF: annotation.gff	YGR034W (CENPK1137D_3003) — Rpl26bp	434.7689814363911
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3004	CENPK1137D_3004		hypothetical protein	YGR035C	CM001528.1	556898	557248	-	reference GFF: annotation.gff	YGR035C (CENPK1137D_3004) — hypothetical protein	2.397220328538423
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3005	CENPK1137D_3005		Cax4p	YGR036C	CM001528.1	557975	558694	-	reference GFF: annotation.gff	YGR036C (CENPK1137D_3005) — Cax4p	28.826574450674542
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3006	CENPK1137D_3006		Acb1p	YGR037C	CM001528.1	559557	559820	-	reference GFF: annotation.gff	YGR037C (CENPK1137D_3006) — Acb1p	1103.3070356397607
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3007	CENPK1137D_3007		Orm1p	YGR038W	CM001528.1	560508	561176	+	reference GFF: annotation.gff	YGR038W (CENPK1137D_3007) — Orm1p	73.36784189360868
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3008	CENPK1137D_3008		Kss1p	YGR040W	CM001528.1	575237	576343	+	reference GFF: annotation.gff	YGR040W (CENPK1137D_3008) — Kss1p	61.94768141674291
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3009	CENPK1137D_3009		Bud9p	YGR041W	CM001528.1	577325	578968	+	reference GFF: annotation.gff	YGR041W (CENPK1137D_3009) — Bud9p	6.3976911140281825
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3010	CENPK1137D_3010		hypothetical protein	YGR042W	CM001528.1	579314	580129	+	reference GFF: annotation.gff	YGR042W (CENPK1137D_3010) — hypothetical protein	71.14985188342166
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3011	CENPK1137D_3011		Nqm1p	YGR043C	CM001528.1	580273	581274	-	reference GFF: annotation.gff	YGR043C (CENPK1137D_3011) — Nqm1p	611.7541200383481
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3012	CENPK1137D_3012		Sec15p	YGL233W	CM001528.1	58801	61533	+	reference GFF: annotation.gff	YGL233W (CENPK1137D_3012) — Sec15p	21.089486633448068
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3013	CENPK1137D_3013		Tam41p	YGR046W	CM001528.1	584614	585771	+	reference GFF: annotation.gff	YGR046W (CENPK1137D_3013) — Tam41p	115.77456312075982
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3014	CENPK1137D_3014		Tfc4p	YGR047C	CM001528.1	586111	589188	-	reference GFF: annotation.gff	YGR047C (CENPK1137D_3014) — Tfc4p	18.406726850122514
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3015	CENPK1137D_3015		Ufd1p	YGR048W	CM001528.1	589545	590630	+	reference GFF: annotation.gff	YGR048W (CENPK1137D_3015) — Ufd1p	110.02049319982696
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3016	CENPK1137D_3016		Scm4p	YGR049W	CM001528.1	591031	591594	+	reference GFF: annotation.gff	YGR049W (CENPK1137D_3016) — Scm4p	144.71305057756683
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3017	CENPK1137D_3017		hypothetical protein		CM001528.1	591803	592159	-	reference GFF: annotation.gff	CENPK1137D_3017 — hypothetical protein	17.676981834390475
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3018	CENPK1137D_3018		Fmp48p	YGR052W	CM001528.1	593313	594422	+	reference GFF: annotation.gff	YGR052W (CENPK1137D_3018) — Fmp48p	100.69297225940514
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3019	CENPK1137D_3019		hypothetical protein	YGR053C	CM001528.1	594703	595554	-	reference GFF: annotation.gff	YGR053C (CENPK1137D_3019) — hypothetical protein	29.62761744073896
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3020	CENPK1137D_3020		hypothetical protein	YGR054W	CM001528.1	596410	598338	+	reference GFF: annotation.gff	YGR054W (CENPK1137D_3020) — hypothetical protein	51.76206382803649
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3021	CENPK1137D_3021		Mup1p	YGR055W	CM001528.1	599134	600858	+	reference GFF: annotation.gff	YGR055W (CENPK1137D_3021) — Mup1p	73.65511572919706
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3022	CENPK1137D_3022		Rsc1p	YGR056W	CM001528.1	601378	604185	+	reference GFF: annotation.gff	YGR056W (CENPK1137D_3022) — Rsc1p	17.2799632015478
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3023	CENPK1137D_3023		Tan1p	YGL232W	CM001528.1	61754	62681	+	reference GFF: annotation.gff	YGL232W (CENPK1137D_3023) — Tan1p	59.84267902038913
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3024	CENPK1137D_3024		Lst7p	YGR057C	CM001528.1	604511	605239	-	reference GFF: annotation.gff	YGR057C (CENPK1137D_3024) — Lst7p	52.7092519151473
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3025	CENPK1137D_3025		Pef1p	YGR058W	CM001528.1	605874	606881	+	reference GFF: annotation.gff	YGR058W (CENPK1137D_3025) — Pef1p	37.42446200401279
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3026	CENPK1137D_3026		Spr3p	YGR059W	CM001528.1	607301	608839	+	reference GFF: annotation.gff	YGR059W (CENPK1137D_3026) — Spr3p	10.661321987447197
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3027	CENPK1137D_3027		Erg25p	YGR060W	CM001528.1	610301	611230	+	reference GFF: annotation.gff	YGR060W (CENPK1137D_3027) — Erg25p	1211.1685056032322
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3028	CENPK1137D_3028		Ade6p	YGR061C	CM001528.1	611607	615683	-	reference GFF: annotation.gff	YGR061C (CENPK1137D_3028) — Ade6p	77.35930545858486
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3029	CENPK1137D_3029		Cox18p	YGR062C	CM001528.1	616048	616998	-	reference GFF: annotation.gff	YGR062C (CENPK1137D_3029) — Cox18p	35.09621307491111
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3030	CENPK1137D_3030		Spt4p	YGR063C	CM001528.1	617234	617542	-	reference GFF: annotation.gff	YGR063C (CENPK1137D_3030) — Spt4p	147.95271483998792
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3031	CENPK1137D_3031		Vht1p	YGR065C	CM001528.1	617795	619576	-	reference GFF: annotation.gff	YGR065C (CENPK1137D_3031) — Vht1p	45.8801335100826
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3032	CENPK1137D_3032		hypothetical protein	YGR066C	CM001528.1	620639	621517	-	reference GFF: annotation.gff	YGR066C (CENPK1137D_3032) — hypothetical protein	42.2786213232843
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3033	CENPK1137D_3033		hypothetical protein	YGR067C	CM001528.1	622090	624504	-	reference GFF: annotation.gff	YGR067C (CENPK1137D_3033) — hypothetical protein	71.13490757510755
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3034	CENPK1137D_3034		Emc4p	YGL231C	CM001528.1	62727	63299	-	reference GFF: annotation.gff	YGL231C (CENPK1137D_3034) — Emc4p	170.58544552528787
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3035	CENPK1137D_3035		Art5p	YGR068C	CM001528.1	625042	626802	-	reference GFF: annotation.gff	YGR068C (CENPK1137D_3035) — Art5p	10.591466647469167
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3036	CENPK1137D_3036		Rom1p	YGR070W	CM001528.1	627512	630979	+	reference GFF: annotation.gff	YGR070W (CENPK1137D_3036) — Rom1p	27.82102761909298
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3037	CENPK1137D_3037		hypothetical protein	YGR071C	CM001528.1	631187	633769	-	reference GFF: annotation.gff	YGR071C (CENPK1137D_3037) — hypothetical protein	13.410234276893512
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3038	CENPK1137D_3038		Upf3p	YGR072W	CM001528.1	634010	635173	+	reference GFF: annotation.gff	YGR072W (CENPK1137D_3038) — Upf3p	46.50483869306369
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3039	CENPK1137D_3039		Prp38p	YGR075C	CM001528.1	635853	636581	-	reference GFF: annotation.gff	YGR075C (CENPK1137D_3039) — Prp38p	27.893582217869923
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3040	CENPK1137D_3040		Mrpl25p	YGR076C	CM001528.1	636810	637283	-	reference GFF: annotation.gff	YGR076C (CENPK1137D_3040) — Mrpl25p	106.50940953379576
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3041	CENPK1137D_3041		Pex8p	YGR077C	CM001528.1	637450	639219	-	reference GFF: annotation.gff	YGR077C (CENPK1137D_3041) — Pex8p	34.3066607525664
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3042	CENPK1137D_3042		Pac10p	YGR078C	CM001528.1	639472	640071	-	reference GFF: annotation.gff	YGR078C (CENPK1137D_3042) — Pac10p	24.074085149347116
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3043	CENPK1137D_3043		hypothetical protein	YGR079W	CM001528.1	640406	641518	+	reference GFF: annotation.gff	YGR079W (CENPK1137D_3043) — hypothetical protein	21.041908355486186
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3044	CENPK1137D_3044		Twf1p	YGR080W	CM001528.1	641696	642694	+	reference GFF: annotation.gff	YGR080W (CENPK1137D_3044) — Twf1p	110.33692485137661
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3045	CENPK1137D_3045		Pau8p	YAL068C	CM001528.1	6122	6484	-	reference GFF: annotation.gff	YAL068C (CENPK1137D_3045) — Pau8p	5.40860454290074
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3046	CENPK1137D_3046		hypothetical protein	YGL230C	CM001528.1	63451	63894	-	reference GFF: annotation.gff	YGL230C (CENPK1137D_3046) — hypothetical protein	7.896249392989738
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3047	CENPK1137D_3047		Slx9p	YGR081C	CM001528.1	642834	643466	-	reference GFF: annotation.gff	YGR081C (CENPK1137D_3047) — Slx9p	45.859620171304954
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3048	CENPK1137D_3048		Tom20p	YGR082W	CM001528.1	643729	644280	+	reference GFF: annotation.gff	YGR082W (CENPK1137D_3048) — Tom20p	178.59942866178787
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3049	CENPK1137D_3049		Gcd2p	YGR083C	CM001528.1	644533	646488	-	reference GFF: annotation.gff	YGR083C (CENPK1137D_3049) — Gcd2p	43.66286811588657
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3050	CENPK1137D_3050		Mrp13p	YGR084C	CM001528.1	646796	647815	-	reference GFF: annotation.gff	YGR084C (CENPK1137D_3050) — Mrp13p	56.78239387024761
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3051	CENPK1137D_3051		Rpl11bp	YGR085C	CM001528.1	648055	648579	-	reference GFF: annotation.gff	YGR085C (CENPK1137D_3051) — Rpl11bp	1217.2605384252404
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3052	CENPK1137D_3052		Pil1p	YGR086C	CM001528.1	649277	650296	-	reference GFF: annotation.gff	YGR086C (CENPK1137D_3052) — Pil1p	1097.8387773702839
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3053	CENPK1137D_3053		Pdc6p	YGR087C	CM001528.1	650972	652663	-	reference GFF: annotation.gff	YGR087C (CENPK1137D_3053) — Pdc6p	408.77707070364244
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3054	CENPK1137D_3054		Ctt1p	YGR088W	CM001528.1	654313	656001	+	reference GFF: annotation.gff	YGR088W (CENPK1137D_3054) — Ctt1p	256.23006698127296
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3055	CENPK1137D_3055		Nnf2p	YGR089W	CM001528.1	656638	659448	+	reference GFF: annotation.gff	YGR089W (CENPK1137D_3055) — Nnf2p	29.13505347000594
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3056	CENPK1137D_3056		Utp22p	YGR090W	CM001528.1	662035	665748	+	reference GFF: annotation.gff	YGR090W (CENPK1137D_3056) — Utp22p	19.899058728776335
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3057	CENPK1137D_3057		Sap4p	YGL229C	CM001528.1	64182	66638	-	reference GFF: annotation.gff	YGL229C (CENPK1137D_3057) — Sap4p	5.136900704010908
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3058	CENPK1137D_3058		Prp31p	YGR091W	CM001528.1	666018	667502	+	reference GFF: annotation.gff	YGR091W (CENPK1137D_3058) — Prp31p	29.086273319599535
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3059	CENPK1137D_3059		Dbf2p	YGR092W	CM001528.1	667864	669582	+	reference GFF: annotation.gff	YGR092W (CENPK1137D_3059) — Dbf2p	50.416932249941596
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3060	CENPK1137D_3060		hypothetical protein	YGR093W	CM001528.1	670065	671588	+	reference GFF: annotation.gff	YGR093W (CENPK1137D_3060) — hypothetical protein	32.574826629725855
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3061	CENPK1137D_3061		Vas1p	YGR094W	CM001528.1	672001	675177	+	reference GFF: annotation.gff	YGR094W (CENPK1137D_3061) — Vas1p	105.36564308056063
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3062	CENPK1137D_3062		Rrp46p	YGR095C	CM001528.1	675348	676019	-	reference GFF: annotation.gff	YGR095C (CENPK1137D_3062) — Rrp46p	88.90048780878875
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3063	CENPK1137D_3063		Tpc1p	YGR096W	CM001528.1	676298	677242	+	reference GFF: annotation.gff	YGR096W (CENPK1137D_3063) — Tpc1p	14.09793859878549
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3064	CENPK1137D_3064		Ask10p	YGR097W	CM001528.1	678370	681810	+	reference GFF: annotation.gff	YGR097W (CENPK1137D_3064) — Ask10p	28.283855890244535
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3065	CENPK1137D_3065		Esp1p	YGR098C	CM001528.1	682241	687133	-	reference GFF: annotation.gff	YGR098C (CENPK1137D_3065) — Esp1p	5.789485514477528
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3066	CENPK1137D_3066		Tel2p	YGR099W	CM001528.1	687573	689639	+	reference GFF: annotation.gff	YGR099W (CENPK1137D_3066) — Tel2p	23.94958799926594
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3067	CENPK1137D_3067		Mdr1p	YGR100W	CM001528.1	689918	692770	+	reference GFF: annotation.gff	YGR100W (CENPK1137D_3067) — Mdr1p	33.916508433737626
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3068	CENPK1137D_3068		She10p	YGL228W	CM001528.1	67277	69010	+	reference GFF: annotation.gff	YGL228W (CENPK1137D_3068) — She10p	115.89399005279138
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3069	CENPK1137D_3069		Pcp1p	YGR101W	CM001528.1	693036	694076	+	reference GFF: annotation.gff	YGR101W (CENPK1137D_3069) — Pcp1p	84.06160506528973
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3070	CENPK1137D_3070		hypothetical protein	YGR102C	CM001528.1	694259	694810	-	reference GFF: annotation.gff	YGR102C (CENPK1137D_3070) — hypothetical protein	129.82120632457128
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3071	CENPK1137D_3071		Nop7p	YGR103W	CM001528.1	695092	696909	+	reference GFF: annotation.gff	YGR103W (CENPK1137D_3071) — Nop7p	71.66146016771914
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3072	CENPK1137D_3072		Srb5p	YGR104C	CM001528.1	697116	698039	-	reference GFF: annotation.gff	YGR104C (CENPK1137D_3072) — Srb5p	37.943016563716924
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3073	CENPK1137D_3073		Vma21p	YGR105W	CM001528.1	698271	698504	+	reference GFF: annotation.gff	YGR105W (CENPK1137D_3073) — Vma21p	241.5199481002461
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3074	CENPK1137D_3074		Voa1p	YGR106C	CM001528.1	698661	699458	-	reference GFF: annotation.gff	YGR106C (CENPK1137D_3074) — Voa1p	225.82085858026892
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3075	CENPK1137D_3075		Clb1p	YGR108W	CM001528.1	703332	704747	+	reference GFF: annotation.gff	YGR108W (CENPK1137D_3075) — Clb1p	18.71812610344991
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3076	CENPK1137D_3076		Clb6p	YGR109C	CM001528.1	705055	706197	-	reference GFF: annotation.gff	YGR109C (CENPK1137D_3076) — Clb6p	3.19000185451176
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3077	CENPK1137D_3077		hypothetical protein		CM001528.1	707338	708201	+	reference GFF: annotation.gff	CENPK1137D_3077 — hypothetical protein	1.1361825515468567
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3078	CENPK1137D_3078		Cld1p	YGR110W	CM001528.1	713428	714765	+	reference GFF: annotation.gff	YGR110W (CENPK1137D_3078) — Cld1p	57.331727879719935
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3079	CENPK1137D_3079		Vid30p	YGL227W	CM001528.1	69509	72385	+	reference GFF: annotation.gff	YGL227W (CENPK1137D_3079) — Vid30p	37.48437688904893
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3080	CENPK1137D_3080		hypothetical protein	YGR111W	CM001528.1	715546	716748	+	reference GFF: annotation.gff	YGR111W (CENPK1137D_3080) — hypothetical protein	67.61237385478694
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3081	CENPK1137D_3081		Shy1p	YGR112W	CM001528.1	717076	718245	+	reference GFF: annotation.gff	YGR112W (CENPK1137D_3081) — Shy1p	69.39952851118736
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3082	CENPK1137D_3082		Dam1p	YGR113W	CM001528.1	718611	719642	+	reference GFF: annotation.gff	YGR113W (CENPK1137D_3082) — Dam1p	43.07679494436123
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3083	CENPK1137D_3083		Spt6p	YGR116W	CM001528.1	720127	724482	+	reference GFF: annotation.gff	YGR116W (CENPK1137D_3083) — Spt6p	38.3109488455469
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3084	CENPK1137D_3084		hypothetical protein	YGR117C	CM001528.1	724767	726197	-	reference GFF: annotation.gff	YGR117C (CENPK1137D_3084) — hypothetical protein	45.471801955169084
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3085	CENPK1137D_3085		Rps23ap	YGR118W	CM001528.1	726692	727448	+	reference GFF: annotation.gff	YGR118W (CENPK1137D_3085) — Rps23ap	567.6187061671613
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3086	CENPK1137D_3086		Nup57p	YGR119C	CM001528.1	727764	729389	-	reference GFF: annotation.gff	YGR119C (CENPK1137D_3086) — Nup57p	56.14670380190224
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3087	CENPK1137D_3087		Cog2p	YGR120C	CM001528.1	729751	730578	-	reference GFF: annotation.gff	YGR120C (CENPK1137D_3087) — Cog2p	33.36565902927664
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3088	CENPK1137D_3088		Mep1p	YGR121C	CM001528.1	731167	732645	-	reference GFF: annotation.gff	YGR121C (CENPK1137D_3088) — Mep1p	103.92168937428636
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3089	CENPK1137D_3089		hypothetical protein	YGR122W	CM001528.1	733651	734859	+	reference GFF: annotation.gff	YGR122W (CENPK1137D_3089) — hypothetical protein	43.26596044571767
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3090	CENPK1137D_3090		Ost5p	YGL226C-A	CM001528.1	72587	72996	-	reference GFF: annotation.gff	YGL226C-A (CENPK1137D_3090) — Ost5p	147.42027988683787
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3091	CENPK1137D_3091		Ppt1p	YGR123C	CM001528.1	736379	737920	-	reference GFF: annotation.gff	YGR123C (CENPK1137D_3091) — Ppt1p	22.281556652903337
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3092	CENPK1137D_3092		Asn2p	YGR124W	CM001528.1	739661	741379	+	reference GFF: annotation.gff	YGR124W (CENPK1137D_3092) — Asn2p	92.51262325474721
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3093	CENPK1137D_3093		hypothetical protein	YGR126W	CM001528.1	745549	746241	+	reference GFF: annotation.gff	YGR126W (CENPK1137D_3093) — hypothetical protein	6.475608160207688
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3094	CENPK1137D_3094		hypothetical protein	YGR127W	CM001528.1	746510	747448	+	reference GFF: annotation.gff	YGR127W (CENPK1137D_3094) — hypothetical protein	157.8604051171556
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3095	CENPK1137D_3095		Utp8p	YGR128C	CM001528.1	747662	749803	-	reference GFF: annotation.gff	YGR128C (CENPK1137D_3095) — Utp8p	22.587254566165605
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3096	CENPK1137D_3096		Syf2p	YGR129W	CM001528.1	750112	750759	+	reference GFF: annotation.gff	YGR129W (CENPK1137D_3096) — Syf2p	30.514617098687008
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3097	CENPK1137D_3097		hypothetical protein	YGR130C	CM001528.1	751106	753556	-	reference GFF: annotation.gff	YGR130C (CENPK1137D_3097) — hypothetical protein	158.37498709080774
