feature_id	gene_id	gene_name	gene_product	ortholog_or_alias	chrom	start	end	strand	annotation_source	display_label	ECOLI-B36-RPMI
RNA:GENE:EC_B36_GCF900622635:EW036_RS14125	EW036_RS14125	yecF	DUF2594 family protein YecF		NZ_LR130545.1	2795055	2795279	+	reference GFF: annotation.gff	yecF (EW036_RS14125) — DUF2594 family protein YecF	53.38476834265158
RNA:GENE:EC_B36_GCF900622635:EW036_RS14130	EW036_RS14130	sdiA	transcriptional regulator SdiA		NZ_LR130545.1	2795347	2796069	-	reference GFF: annotation.gff	sdiA (EW036_RS14130) — transcriptional regulator SdiA	44.45777181066462
RNA:GENE:EC_B36_GCF900622635:EW036_RS14135	EW036_RS14135	tcyN	L-cystine ABC transporter ATP-binding protein TcyN		NZ_LR130545.1	2796299	2797051	-	reference GFF: annotation.gff	tcyN (EW036_RS14135) — L-cystine ABC transporter ATP-binding protein TcyN	12.76129920541472
RNA:GENE:EC_B36_GCF900622635:EW036_RS14140	EW036_RS14140	tcyL	cystine ABC transporter permease		NZ_LR130545.1	2797048	2797716	-	reference GFF: annotation.gff	tcyL (EW036_RS14140) — cystine ABC transporter permease	9.839076138488698
RNA:GENE:EC_B36_GCF900622635:EW036_RS14145	EW036_RS14145	dcyD	D-cysteine desulfhydrase		NZ_LR130545.1	2797731	2798717	-	reference GFF: annotation.gff	dcyD (EW036_RS14145) — D-cysteine desulfhydrase	13.484116259192541
RNA:GENE:EC_B36_GCF900622635:EW036_RS14150	EW036_RS14150	tcyJ	cystine ABC transporter substrate-binding protein		NZ_LR130545.1	2798822	2799622	-	reference GFF: annotation.gff	tcyJ (EW036_RS14150) — cystine ABC transporter substrate-binding protein	22.433599281069316
RNA:GENE:EC_B36_GCF900622635:EW036_RS14155	EW036_RS14155	fliZ	flagella biosynthesis regulatory protein FliZ		NZ_LR130545.1	2799710	2800261	-	reference GFF: annotation.gff	fliZ (EW036_RS14155) — flagella biosynthesis regulatory protein FliZ	4.700180691037802
RNA:GENE:EC_B36_GCF900622635:EW036_RS14160	EW036_RS14160	fliA	RNA polymerase sigma factor FliA		NZ_LR130545.1	2800307	2801026	-	reference GFF: annotation.gff	fliA (EW036_RS14160) — RNA polymerase sigma factor FliA	0.6005786438548303
RNA:GENE:EC_B36_GCF900622635:EW036_RS14165	EW036_RS14165		flagellin FliC		NZ_LR130545.1	2801190	2802239	-	reference GFF: annotation.gff	EW036_RS14165 — flagellin FliC	2.470952134717016
RNA:GENE:EC_B36_GCF900622635:EW036_RS14170	EW036_RS14170	fliD	flagellar filament capping protein FliD		NZ_LR130545.1	2802487	2803902	+	reference GFF: annotation.gff	fliD (EW036_RS14170) — flagellar filament capping protein FliD	3.528823670107477
RNA:GENE:EC_B36_GCF900622635:EW036_RS14175	EW036_RS14175	fliS	flagellar export chaperone FliS		NZ_LR130545.1	2803918	2804328	+	reference GFF: annotation.gff	fliS (EW036_RS14175) — flagellar export chaperone FliS	2.571820956653288
RNA:GENE:EC_B36_GCF900622635:EW036_RS14180	EW036_RS14180	fliT	flagella biosynthesis regulatory protein FliT		NZ_LR130545.1	2804328	2804693	+	reference GFF: annotation.gff	fliT (EW036_RS14180) — flagella biosynthesis regulatory protein FliT	1.969110307720755
RNA:GENE:EC_B36_GCF900622635:EW036_RS14185	EW036_RS14185	amyA	alpha-amylase		NZ_LR130545.1	2804771	2806258	+	reference GFF: annotation.gff	amyA (EW036_RS14185) — alpha-amylase	22.763867952562116
RNA:GENE:EC_B36_GCF900622635:EW036_RS14190	EW036_RS14190	yedD	lipoprotein YedD		NZ_LR130545.1	2806292	2806705	-	reference GFF: annotation.gff	yedD (EW036_RS14190) — lipoprotein YedD	17.292022789250186
RNA:GENE:EC_B36_GCF900622635:EW036_RS14195	EW036_RS14195	yedE	selenium metabolism membrane protein YedE/FdhT		NZ_LR130545.1	2806892	2808097	+	reference GFF: annotation.gff	yedE (EW036_RS14195) — selenium metabolism membrane protein YedE/FdhT	34.89929631952447
RNA:GENE:EC_B36_GCF900622635:EW036_RS14200	EW036_RS14200	yedF	sulfurtransferase-like selenium metabolism protein YedF		NZ_LR130545.1	2808094	2808327	+	reference GFF: annotation.gff	yedF (EW036_RS14200) — sulfurtransferase-like selenium metabolism protein YedF	35.11075148689777
RNA:GENE:EC_B36_GCF900622635:EW036_RS14205	EW036_RS14205		SOS response-associated peptidase family protein		NZ_LR130545.1	2808436	2808861	+	reference GFF: annotation.gff	EW036_RS14205 — SOS response-associated peptidase family protein	15.902645780944802
RNA:GENE:EC_B36_GCF900622635:EW036_RS14210	EW036_RS14210		helix-turn-helix domain-containing protein		NZ_LR130545.1	2808854	2809144	-	reference GFF: annotation.gff	EW036_RS14210 — helix-turn-helix domain-containing protein	13.20860247653235
RNA:GENE:EC_B36_GCF900622635:EW036_RS14215	EW036_RS14215	tnpA	IS200/IS605 family transposase		NZ_LR130545.1	2809167	2809691	+	reference GFF: annotation.gff	tnpA (EW036_RS14215) — IS200/IS605 family transposase	2.653985626177535
RNA:GENE:EC_B36_GCF900622635:EW036_RS14220	EW036_RS14220	ybcM	helix-turn-helix transcriptional regulator		NZ_LR130545.1	2809848	2810645	-	reference GFF: annotation.gff	ybcM (EW036_RS14220) — helix-turn-helix transcriptional regulator	60.14817696350631
RNA:GENE:EC_B36_GCF900622635:EW036_RS14225	EW036_RS14225	ybcL	Raf kinase inhibitor-like protein YbcL		NZ_LR130545.1	2810655	2811206	-	reference GFF: annotation.gff	ybcL (EW036_RS14225) — Raf kinase inhibitor-like protein YbcL	25.763953417540545
RNA:GENE:EC_B36_GCF900622635:EW036_RS14230	EW036_RS14230	emrE	multidrug efflux SMR transporter EmrE		NZ_LR130545.1	2811375	2811707	-	reference GFF: annotation.gff	emrE (EW036_RS14230) — multidrug efflux SMR transporter EmrE	50.78767150436041
RNA:GENE:EC_B36_GCF900622635:EW036_RS14240	EW036_RS14240	fliE	flagellar hook-basal body complex protein FliE		NZ_LR130545.1	2812051	2812365	-	reference GFF: annotation.gff	fliE (EW036_RS14240) — flagellar hook-basal body complex protein FliE	0.9151674573025985
RNA:GENE:EC_B36_GCF900622635:EW036_RS14245	EW036_RS14245	fliF	flagellar basal-body MS-ring/collar protein FliF		NZ_LR130545.1	2812580	2814238	+	reference GFF: annotation.gff	fliF (EW036_RS14245) — flagellar basal-body MS-ring/collar protein FliF	0.7240248871064862
RNA:GENE:EC_B36_GCF900622635:EW036_RS14250	EW036_RS14250	fliG	flagellar motor switch protein FliG		NZ_LR130545.1	2814231	2815226	+	reference GFF: annotation.gff	fliG (EW036_RS14250) — flagellar motor switch protein FliG	1.6401344490814642
RNA:GENE:EC_B36_GCF900622635:EW036_RS14255	EW036_RS14255	fliH	flagellar assembly protein FliH		NZ_LR130545.1	2815219	2815905	+	reference GFF: annotation.gff	fliH (EW036_RS14255) — flagellar assembly protein FliH	1.9582185767610185
RNA:GENE:EC_B36_GCF900622635:EW036_RS14260	EW036_RS14260	fliI	flagellar protein export ATPase FliI		NZ_LR130545.1	2815905	2817278	+	reference GFF: annotation.gff	fliI (EW036_RS14260) — flagellar protein export ATPase FliI	0.8742047217683118
RNA:GENE:EC_B36_GCF900622635:EW036_RS14265	EW036_RS14265	fliJ	flagellar export protein FliJ		NZ_LR130545.1	2817297	2817740	+	reference GFF: annotation.gff	fliJ (EW036_RS14265) — flagellar export protein FliJ	0.3246371047863948
RNA:GENE:EC_B36_GCF900622635:EW036_RS14270	EW036_RS14270	fliK	flagellar hook-length control protein FliK		NZ_LR130545.1	2817737	2818864	+	reference GFF: annotation.gff	fliK (EW036_RS14270) — flagellar hook-length control protein FliK	0.6815076809700202
RNA:GENE:EC_B36_GCF900622635:EW036_RS14275	EW036_RS14275	fliL	flagellar basal body-associated protein FliL		NZ_LR130545.1	2818969	2819433	+	reference GFF: annotation.gff	fliL (EW036_RS14275) — flagellar basal body-associated protein FliL	0.5166267904127572
RNA:GENE:EC_B36_GCF900622635:EW036_RS14280	EW036_RS14280	fliM	flagellar motor switch protein FliM		NZ_LR130545.1	2819438	2820442	+	reference GFF: annotation.gff	fliM (EW036_RS14280) — flagellar motor switch protein FliM	2.2947482511468142
RNA:GENE:EC_B36_GCF900622635:EW036_RS14285	EW036_RS14285	fliN	flagellar motor switch protein FliN		NZ_LR130545.1	2820439	2820852	+	reference GFF: annotation.gff	fliN (EW036_RS14285) — flagellar motor switch protein FliN	1.6247538191241786
RNA:GENE:EC_B36_GCF900622635:EW036_RS14290	EW036_RS14290	fliO	flagellar biosynthetic protein FliO		NZ_LR130545.1	2820855	2821220	+	reference GFF: annotation.gff	fliO (EW036_RS14290) — flagellar biosynthetic protein FliO	1.969110307720755
RNA:GENE:EC_B36_GCF900622635:EW036_RS14295	EW036_RS14295	fliP	flagellar type III secretion system pore protein FliP		NZ_LR130545.1	2821220	2821957	+	reference GFF: annotation.gff	fliP (EW036_RS14295) — flagellar type III secretion system pore protein FliP	1.3020675205524774
RNA:GENE:EC_B36_GCF900622635:EW036_RS14300	EW036_RS14300	fliQ	flagellar biosynthesis protein FliQ		NZ_LR130545.1	2821967	2822236	+	reference GFF: annotation.gff	fliQ (EW036_RS14300) — flagellar biosynthesis protein FliQ	0.5338476834265158
RNA:GENE:EC_B36_GCF900622635:EW036_RS14305	EW036_RS14305	fliR	flagellar biosynthetic protein FliR		NZ_LR130545.1	2822245	2823030	+	reference GFF: annotation.gff	fliR (EW036_RS14305) — flagellar biosynthetic protein FliR	1.5893175308117644
RNA:GENE:EC_B36_GCF900622635:EW036_RS14310	EW036_RS14310	rcsA	transcriptional regulator RcsA		NZ_LR130545.1	2823320	2823943	+	reference GFF: annotation.gff	rcsA (EW036_RS14310) — transcriptional regulator RcsA	0.6159780962613645
RNA:GENE:EC_B36_GCF900622635:EW036_RS14315	EW036_RS14315	dsrB	protein DsrB		NZ_LR130545.1	2823987	2824175	-	reference GFF: annotation.gff	dsrB (EW036_RS14315) — protein DsrB	40.928322396032875
RNA:GENE:EC_B36_GCF900622635:EW036_RS14325	EW036_RS14325	yodD	peroxide/acid resistance protein YodD		NZ_LR130545.1	2824338	2824565	+	reference GFF: annotation.gff	yodD (EW036_RS14325) — peroxide/acid resistance protein YodD	111.26509612468433
RNA:GENE:EC_B36_GCF900622635:EW036_RS14330	EW036_RS14330	yedP	mannosyl-3-phosphoglycerate phosphatase-related protein		NZ_LR130545.1	2824861	2825676	+	reference GFF: annotation.gff	yedP (EW036_RS14330) — mannosyl-3-phosphoglycerate phosphatase-related protein	13.777980653140228
RNA:GENE:EC_B36_GCF900622635:EW036_RS14335	EW036_RS14335	dgcQ	cellulose biosynthesis regulator diguanylate cyclase DgcQ		NZ_LR130545.1	2825673	2827367	-	reference GFF: annotation.gff	dgcQ (EW036_RS14335) — cellulose biosynthesis regulator diguanylate cyclase DgcQ	17.347687553470497
RNA:GENE:EC_B36_GCF900622635:EW036_RS14340	EW036_RS14340	yodC	YodC family protein		NZ_LR130545.1	2827538	2827720	-	reference GFF: annotation.gff	yodC (EW036_RS14340) — YodC family protein	32.29340904662038
RNA:GENE:EC_B36_GCF900622635:EW036_RS14345	EW036_RS14345	yedI	DUF808 domain-containing protein		NZ_LR130545.1	2827799	2828716	-	reference GFF: annotation.gff	yedI (EW036_RS14345) — DUF808 domain-containing protein	17.323880707272227
RNA:GENE:EC_B36_GCF900622635:EW036_RS14350	EW036_RS14350	yedA	drug/metabolite exporter YedA		NZ_LR130545.1	2828889	2829809	+	reference GFF: annotation.gff	yedA (EW036_RS14350) — drug/metabolite exporter YedA	10.485672739615277
RNA:GENE:EC_B36_GCF900622635:EW036_RS14355	EW036_RS14355	vsr	VSPR family DNA mismatch endonuclease		NZ_LR130545.1	2829798	2830268	-	reference GFF: annotation.gff	vsr (EW036_RS14355) — VSPR family DNA mismatch endonuclease	9.384838256415183
RNA:GENE:EC_B36_GCF900622635:EW036_RS14360	EW036_RS14360	dcm	DNA-cytosine methyltransferase		NZ_LR130545.1	2830249	2831667	-	reference GFF: annotation.gff	dcm (EW036_RS14360) — DNA-cytosine methyltransferase	12.731082175583719
RNA:GENE:EC_B36_GCF900622635:EW036_RS14365	EW036_RS14365	yedJ	phosphohydrolase		NZ_LR130545.1	2831734	2832429	-	reference GFF: annotation.gff	yedJ (EW036_RS14365) — phosphohydrolase	11.183188540745116
RNA:GENE:EC_B36_GCF900622635:EW036_RS14370	EW036_RS14370	drpB	cell division protein DrpB		NZ_LR130545.1	2832469	2832750	-	reference GFF: annotation.gff	drpB (EW036_RS14370) — cell division protein DrpB	9.370730613337779
RNA:GENE:EC_B36_GCF900622635:EW036_RS14380	EW036_RS14380		porin		NZ_LR130545.1	2833400	2834515	+	reference GFF: annotation.gff	EW036_RS14380 — porin	18.038885431912107
RNA:GENE:EC_B36_GCF900622635:EW036_RS14390	EW036_RS14390	hchA	glyoxalase III HchA		NZ_LR130545.1	2835108	2835959	+	reference GFF: annotation.gff	hchA (EW036_RS14390) — glyoxalase III HchA	29.94434365135351
RNA:GENE:EC_B36_GCF900622635:EW036_RS14395	EW036_RS14395	hprS	two-component system sensor histidine kinase HprS		NZ_LR130545.1	2836067	2837425	-	reference GFF: annotation.gff	hprS (EW036_RS14395) — two-component system sensor histidine kinase HprS	41.61183598629199
RNA:GENE:EC_B36_GCF900622635:EW036_RS14400	EW036_RS14400	hprR	response regulator transcription factor HprR		NZ_LR130545.1	2837425	2838096	-	reference GFF: annotation.gff	hprR (EW036_RS14400) — response regulator transcription factor HprR	28.670480498307967
RNA:GENE:EC_B36_GCF900622635:EW036_RS14405	EW036_RS14405	hiuH	hydroxyisourate hydrolase		NZ_LR130545.1	2838229	2838642	+	reference GFF: annotation.gff	hiuH (EW036_RS14405) — hydroxyisourate hydrolase	4.2939922362567575
RNA:GENE:EC_B36_GCF900622635:EW036_RS14410	EW036_RS14410	msrP	protein-methionine-sulfoxide reductase catalytic subunit MsrP		NZ_LR130545.1	2838751	2839755	+	reference GFF: annotation.gff	msrP (EW036_RS14410) — protein-methionine-sulfoxide reductase catalytic subunit MsrP	2.246940995914589
RNA:GENE:EC_B36_GCF900622635:EW036_RS14415	EW036_RS14415	msrQ	protein-methionine-sulfoxide reductase heme-binding subunit MsrQ		NZ_LR130545.1	2839756	2840391	+	reference GFF: annotation.gff	msrQ (EW036_RS14415) — protein-methionine-sulfoxide reductase heme-binding subunit MsrQ	3.248412790661346
RNA:GENE:EC_B36_GCF900622635:EW036_RS14420	EW036_RS14420		IS3-like element IS1397 family transposase		NZ_LR130545.1	2840475	2841823	-	reference GFF: annotation.gff	EW036_RS14420 — IS3-like element IS1397 family transposase	11.50404162876858
RNA:GENE:EC_B36_GCF900622635:EW036_RS14425	EW036_RS14425	zinT	metal-binding protein ZinT		NZ_LR130545.1	2842084	2842734	+	reference GFF: annotation.gff	zinT (EW036_RS14425) — metal-binding protein ZinT	22.51016729655585
RNA:GENE:EC_B36_GCF900622635:EW036_RS14430	EW036_RS14430		hypothetical protein		NZ_LR130545.1	2843818	2844105	-	reference GFF: annotation.gff	EW036_RS14430 — hypothetical protein	14.013501689946041
RNA:GENE:EC_B36_GCF900622635:EW036_RS14435	EW036_RS14435		tail fiber domain-containing protein		NZ_LR130545.1	2844116	2844820	-	reference GFF: annotation.gff	EW036_RS14435 — tail fiber domain-containing protein	18.673310458578555
RNA:GENE:EC_B36_GCF900622635:EW036_RS14440	EW036_RS14440		hypothetical protein		NZ_LR130545.1	2844830	2845111	-	reference GFF: annotation.gff	EW036_RS14440 — hypothetical protein	23.000884232738183
RNA:GENE:EC_B36_GCF900622635:EW036_RS14445	EW036_RS14445		prophage tail fiber N-terminal domain-containing protein		NZ_LR130545.1	2845111	2847489	-	reference GFF: annotation.gff	EW036_RS14445 — prophage tail fiber N-terminal domain-containing protein	13.349558086188912
RNA:GENE:EC_B36_GCF900622635:EW036_RS14450	EW036_RS14450	tnpA	IS200/IS605-like element IS200C family transposase		NZ_LR130545.1	2847610	2848068	-	reference GFF: annotation.gff	tnpA (EW036_RS14450) — IS200/IS605-like element IS200C family transposase	3.03560447438607
RNA:GENE:EC_B36_GCF900622635:EW036_RS14460	EW036_RS14460		Ail/Lom family outer membrane beta-barrel protein		NZ_LR130545.1	2848265	2848864	-	reference GFF: annotation.gff	EW036_RS14460 — Ail/Lom family outer membrane beta-barrel protein	3.7636261681569367
RNA:GENE:EC_B36_GCF900622635:EW036_RS14465	EW036_RS14465	gpJ	phage attachment tail tip protein J		NZ_LR130545.1	2848932	2852327	-	reference GFF: annotation.gff	gpJ (EW036_RS14465) — phage attachment tail tip protein J	2.631510665653673
RNA:GENE:EC_B36_GCF900622635:EW036_RS14470	EW036_RS14470		tail assembly protein		NZ_LR130545.1	2852388	2853035	-	reference GFF: annotation.gff	EW036_RS14470 — tail assembly protein	0.889746139044193
RNA:GENE:EC_B36_GCF900622635:EW036_RS14475	EW036_RS14475		C40 family peptidase		NZ_LR130545.1	2852933	2853676	-	reference GFF: annotation.gff	EW036_RS14475 — C40 family peptidase	1.2269886272302986
RNA:GENE:EC_B36_GCF900622635:EW036_RS14480	EW036_RS14480		phage minor tail protein L		NZ_LR130545.1	2853682	2854380	-	reference GFF: annotation.gff	EW036_RS14480 — phage minor tail protein L	3.71173067446762
RNA:GENE:EC_B36_GCF900622635:EW036_RS14485	EW036_RS14485		phage tail protein		NZ_LR130545.1	2854380	2854736	-	reference GFF: annotation.gff	EW036_RS14485 — phage tail protein	5.24875453452961
RNA:GENE:EC_B36_GCF900622635:EW036_RS14490	EW036_RS14490		phage tail tape measure protein		NZ_LR130545.1	2854714	2857941	-	reference GFF: annotation.gff	EW036_RS14490 — phage tail tape measure protein	2.441013571058046
RNA:GENE:EC_B36_GCF900622635:EW036_RS14495	EW036_RS14495		phage tail assembly protein T		NZ_LR130545.1	2857988	2858266	-	reference GFF: annotation.gff	EW036_RS14495 — phage tail assembly protein T	3.6163875328893007
RNA:GENE:EC_B36_GCF900622635:EW036_RS14500	EW036_RS14500		phage tail assembly chaperone		NZ_LR130545.1	2858290	2858661	-	reference GFF: annotation.gff	EW036_RS14500 — phage tail assembly chaperone	3.2289174400797327
RNA:GENE:EC_B36_GCF900622635:EW036_RS14505	EW036_RS14505		immunoglobulin domain-containing protein		NZ_LR130545.1	2858676	2859380	-	reference GFF: annotation.gff	EW036_RS14505 — immunoglobulin domain-containing protein	5.452061447760162
RNA:GENE:EC_B36_GCF900622635:EW036_RS14510	EW036_RS14510	gp17	tail completion protein gp17		NZ_LR130545.1	2859441	2859785	-	reference GFF: annotation.gff	gp17 (EW036_RS14510) — tail completion protein gp17	4.177938392033602
RNA:GENE:EC_B36_GCF900622635:EW036_RS14515	EW036_RS14515		HK97-gp10 family putative phage morphogenesis protein		NZ_LR130545.1	2859782	2860228	-	reference GFF: annotation.gff	EW036_RS14515 — HK97-gp10 family putative phage morphogenesis protein	4.191958319523648
RNA:GENE:EC_B36_GCF900622635:EW036_RS14520	EW036_RS14520		phage head closure protein		NZ_LR130545.1	2860228	2860566	-	reference GFF: annotation.gff	EW036_RS14520 — phage head closure protein	2.1259421021409923
RNA:GENE:EC_B36_GCF900622635:EW036_RS14525	EW036_RS14525		head-tail connector protein		NZ_LR130545.1	2860575	2860892	-	reference GFF: annotation.gff	EW036_RS14525 — head-tail connector protein	0.6043558680300178
RNA:GENE:EC_B36_GCF900622635:EW036_RS14530	EW036_RS14530		phage major capsid protein		NZ_LR130545.1	2860969	2862186	-	reference GFF: annotation.gff	EW036_RS14530 — phage major capsid protein	7.1004371687270575
RNA:GENE:EC_B36_GCF900622635:EW036_RS14535	EW036_RS14535		HK97 family phage prohead protease		NZ_LR130545.1	2862201	2862800	-	reference GFF: annotation.gff	EW036_RS14535 — HK97 family phage prohead protease	6.005786438548303
RNA:GENE:EC_B36_GCF900622635:EW036_RS14540	EW036_RS14540		phage portal protein		NZ_LR130545.1	2862793	2864019	-	reference GFF: annotation.gff	EW036_RS14540 — phage portal protein	3.876595647375921
RNA:GENE:EC_B36_GCF900622635:EW036_RS14545	EW036_RS14545		terminase large subunit		NZ_LR130545.1	2864167	2865924	-	reference GFF: annotation.gff	EW036_RS14545 — terminase large subunit	2.54169801494877
RNA:GENE:EC_B36_GCF900622635:EW036_RS14550	EW036_RS14550		phage terminase small subunit P27 family		NZ_LR130545.1	2865924	2866406	-	reference GFF: annotation.gff	EW036_RS14550 — phage terminase small subunit P27 family	2.586342814116039
RNA:GENE:EC_B36_GCF900622635:EW036_RS14555	EW036_RS14555		HNH endonuclease		NZ_LR130545.1	2866554	2866904	-	reference GFF: annotation.gff	EW036_RS14555 — HNH endonuclease	3.832752598959601
RNA:GENE:EC_B36_GCF900622635:EW036_RS14565	EW036_RS14565	iss	increased serum survival lipoprotein Iss		NZ_LR130545.1	2867430	2867723	+	reference GFF: annotation.gff	iss (EW036_RS14565) — increased serum survival lipoprotein Iss	3.595300725117352
